"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"4700","GO:0010713",0.999999999999999,0.967825880468014,0,1,"negative regulation of collagen metabolic process","BP"
"4722","GO:0010738",0.999999999999999,0.722690386119953,0,9,"regulation of protein kinase A signaling","BP"
"4858","GO:0010934",0.999999999999999,0.961944962598423,0,1,"macrophage cytokine production","BP"
"4873","GO:0010956",0.999999999999999,0.895390283316257,0,3,"negative regulation of calcidiol 1-monooxygenase activity","BP"
"5011","GO:0014842",0.999999999999999,0.872910365271743,0,4,"regulation of skeletal muscle satellite cell proliferation","BP"
"5208","GO:0015501",0.999999999999999,0.76185376612925,0,8,"glutamate:sodium symporter activity","MF"
"5274","GO:0015783",0.999999999999999,0.938409560975853,0,2,"GDP-fucose transmembrane transport","BP"
"5379","GO:0015965",0.999999999999999,0.876939694877339,0,4,"diadenosine tetraphosphate metabolic process","BP"
"5493","GO:0016211",0.999999999999999,0.937858544580965,0,2,"ammonia ligase activity","MF"
"5754","GO:0016723",0.999999999999999,0.874345789744367,0,4,"oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor","MF"
"5956","GO:0017126",0.999999999999999,0.923047843222094,0,2,"nucleologenesis","BP"
"5971","GO:0017153",0.999999999999999,0.76185376612925,0,8,"sodium:dicarboxylate symporter activity","MF"
"6090","GO:0018585",0.999999999999999,0.934894531764671,0,2,"fluorene oxygenase activity","MF"
"6102","GO:0018917",0.999999999999999,0.934894531764671,0,2,NA,NA
"6118","GO:0019008",0.999999999999999,0.908702558050255,0,3,"molybdopterin synthase complex","CC"
"6168","GO:0019202",0.999999999999999,0.924579047413632,0,2,"amino acid kinase activity","MF"
"6360","GO:0019859",0.999999999999999,0.89250115444267,0,3,"thymine metabolic process","BP"
"6609","GO:0021877",0.999999999999999,0.736609101660308,0,9,"forebrain neuron fate commitment","BP"
"6611","GO:0021881",0.999999999999999,0.960163413337918,0,1,"Wnt-activated signaling pathway involved in forebrain neuron fate commitment","BP"
"6677","GO:0022012",0.999999999999999,0.950152201983492,0,1,"subpallium cell proliferation in forebrain","BP"
"6679","GO:0022018",0.999999999999999,0.950152201983492,0,1,"lateral ganglionic eminence cell proliferation","BP"
"6790","GO:0030034",0.999999999999999,0.966722955609165,0,1,"microvillar actin bundle assembly","BP"
"6825","GO:0030122",0.999999999999999,0.859957266681304,0,4,"AP-2 adaptor complex","CC"
"6888","GO:0030209",0.999999999999999,0.963542288558219,0,1,"dermatan sulfate catabolic process","BP"
"6946","GO:0030299",0.999999999999999,0.79954722303648,0,7,"intestinal cholesterol absorption","BP"
"7022","GO:0030478",0.999999999999999,0.786104923826646,0,6,"actin cap","CC"
"7062","GO:0030547",0.999999999999999,0.856562924913736,0,4,"signaling receptor inhibitor activity","MF"
"7229","GO:0030948",0.999999999999999,0.694356253160272,0,10,"negative regulation of vascular endothelial growth factor receptor signaling pathway","BP"
"7294","GO:0031074",0.999999999999999,0.790085886544026,0,6,"nucleocytoplasmic transport complex","CC"
"7299","GO:0031082",0.999999999999999,0.786658066471689,0,8,"BLOC complex","CC"
"7302","GO:0031086",0.999999999999999,0.915665964091089,0,2,"nuclear-transcribed mRNA catabolic process, deadenylation-independent decay","BP"
"7303","GO:0031087",0.999999999999999,0.915665964091089,0,2,"deadenylation-independent decapping of nuclear-transcribed mRNA","BP"
"7544","GO:0031527",0.999999999999999,0.757684540388636,0,7,"filopodium membrane","CC"
"7612","GO:0031657",0.999999999999999,0.809731911764894,0,6,NA,NA
"7666","GO:0031852",0.999999999999999,0.966021117495899,0,1,"mu-type opioid receptor binding","MF"
"7688","GO:0031932",0.999999999999999,0.673791556958424,0,9,"TORC2 complex","CC"
"7780","GO:0032095",0.999999999999999,0.770728728932774,0,7,"regulation of response to food","BP"
"7878","GO:0032296",0.999999999999999,0.916694638575197,0,2,"double-stranded RNA-specific ribonuclease activity","MF"
"8033","GO:0032534",0.999999999999999,0.797910699136292,0,6,"regulation of microvillus assembly","BP"
"8072","GO:0032593",0.999999999999999,0.731429181031304,0,9,"insulin-responsive compartment","CC"
"8121","GO:0032700",0.999999999999999,0.844366666751162,0,4,"negative regulation of interleukin-17 production","BP"
"8269","GO:0032966",0.999999999999999,0.967825880468014,0,1,"negative regulation of collagen biosynthetic process","BP"
"8289","GO:0032994",0.999999999999999,0.765400369206233,0,8,"protein-lipid complex","CC"
"8334","GO:0033089",0.999999999999999,0.803675339385785,0,6,"positive regulation of T cell differentiation in thymus","BP"
"8338","GO:0033106",0.999999999999999,0.860289428384884,0,5,"cis-Golgi network membrane","CC"
"8349","GO:0033133",0.999999999999999,0.87778843815936,0,4,"positive regulation of glucokinase activity","BP"
"8409","GO:0033234",0.999999999999999,0.815381871375338,0,6,"negative regulation of protein sumoylation","BP"
"8410","GO:0033235",0.999999999999999,0.727624821397253,0,9,"positive regulation of protein sumoylation","BP"
"8473","GO:0033505",0.999999999999999,0.776496696649286,0,7,"floor plate morphogenesis","BP"
"8480","GO:0033552",0.999999999999999,0.961944962598423,0,1,"response to vitamin B3","BP"
"9128","GO:0035207",0.999999999999999,0.839936488159811,0,5,"negative regulation of hemocyte proliferation","BP"
"9150","GO:0035232",0.999999999999999,0.927752462199901,0,2,"germ cell attraction","BP"
"9160","GO:0035247",0.999999999999999,0.754410067188283,0,8,"peptidyl-arginine omega-N-methylation","BP"
"9249","GO:0035370",0.999999999999999,0.943909306540845,0,2,"UBC13-UEV1A complex","CC"
"9252","GO:0035373",0.999999999999999,0.86023491185055,0,4,"chondroitin sulfate proteoglycan binding","MF"
"9263","GO:0035386",0.999999999999999,0.961944962598423,0,1,"regulation of Roundabout signaling pathway","BP"
"9355","GO:0035596",0.999999999999999,0.966021117495899,0,1,"methylthiotransferase activity","MF"
"9356","GO:0035598",0.999999999999999,0.966021117495899,0,1,"N6-threonylcarbomyladenosine methylthiotransferase activity","MF"
"9357","GO:0035600",0.999999999999999,0.966021117495899,0,1,"tRNA methylthiolation","BP"
"9506","GO:0035905",0.999999999999999,0.969987006709794,0,1,"ascending aorta development","BP"
"9509","GO:0035910",0.999999999999999,0.969987006709794,0,1,"ascending aorta morphogenesis","BP"
"9527","GO:0035964",0.999999999999999,0.892753730186667,0,3,"COPI-coated vesicle budding","BP"
"9591","GO:0036080",0.999999999999999,0.938409560975853,0,2,"purine nucleotide-sugar transmembrane transporter activity","MF"
"9623","GO:0036138",0.999999999999999,0.9688300217114,0,1,"peptidyl-histidine hydroxylation","BP"
"9624","GO:0036139",0.999999999999999,0.9688300217114,0,1,"peptidyl-histidine dioxygenase activity","MF"
"9625","GO:0036140",0.999999999999999,0.9688300217114,0,1,"[protein]-asparagine 3-dioxygenase activity","MF"
"9666","GO:0036265",0.999999999999999,0.88589060481991,0,4,"RNA (guanine-N7)-methylation","BP"
"9785","GO:0038028",0.999999999999999,0.959297266389197,0,1,"insulin receptor signaling pathway via phosphatidylinositol 3-kinase","BP"
"9812","GO:0038109",0.999999999999999,0.959297266389197,0,1,"Kit signaling pathway","BP"
"9821","GO:0038166",0.999999999999999,0.740122317429656,0,9,"angiotensin-activated signaling pathway","BP"
"9853","GO:0039534",0.999999999999999,0.905201820221636,0,3,"negative regulation of MDA-5 signaling pathway","BP"
"9864","GO:0039713",0.999999999999999,0.961944962598423,0,1,"viral factory","CC"
"9865","GO:0039714",0.999999999999999,0.961944962598423,0,1,"cytoplasmic viral factory","CC"
"10002","GO:0042265",0.999999999999999,0.9688300217114,0,1,NA,NA
"10110","GO:0042451",0.999999999999999,0.749359490016464,0,9,"purine nucleoside biosynthetic process","BP"
"10209","GO:0042660",0.999999999999999,0.876902614149899,0,4,"positive regulation of cell fate specification","BP"
"10256","GO:0042738",0.999999999999999,0.934894531764671,0,2,NA,NA
"10291","GO:0042796",0.999999999999999,0.861814940128291,0,4,"snRNA transcription by RNA polymerase III","BP"
"10292","GO:0042797",0.999999999999999,0.872762253358634,0,4,"tRNA transcription by RNA polymerase III","BP"
"10392","GO:0043048",0.999999999999999,0.966021117495899,0,1,"dolichyl monophosphate biosynthetic process","BP"
"10567","GO:0043332",0.999999999999999,0.938415792137828,0,2,"mating projection tip","CC"
"10705","GO:0043585",0.999999999999999,0.950152201983492,0,1,"nose morphogenesis","BP"
"10918","GO:0044333",0.999999999999999,0.893462413118005,0,3,"Wnt signaling pathway involved in digestive tract morphogenesis","BP"
"10940","GO:0044381",0.999999999999999,0.933622115650997,0,2,"glucose import in response to insulin stimulus","BP"
"10946","GO:0044393",0.999999999999999,0.966722955609165,0,1,"microspike","CC"
"10993","GO:0044531",0.999999999999999,0.942157142683636,0,2,NA,NA
"10994","GO:0044532",0.999999999999999,0.942157142683636,0,2,"modulation of apoptotic process in another organism","BP"
"11014","GO:0044613",0.999999999999999,0.808947954131194,0,6,"nuclear pore central transport channel","CC"
"11016","GO:0044615",0.999999999999999,0.765922389034064,0,6,"nuclear pore nuclear basket","CC"
"11040","GO:0044753",0.999999999999999,0.942152187785153,0,2,"amphisome","CC"
"11058","GO:0044789",0.999999999999999,0.87258857565283,0,3,NA,NA
"11059","GO:0044791",0.999999999999999,0.87258857565283,0,3,NA,NA
"11060","GO:0044793",0.999999999999999,0.76810518845702,0,7,"negative regulation by host of viral process","BP"
"11143","GO:0045092",0.999999999999999,0.969987006709794,0,1,"interleukin-18 receptor complex","CC"
"11250","GO:0045323",0.999999999999999,0.969987006709794,0,1,"interleukin-1 receptor complex","CC"
"11314","GO:0045499",0.999999999999999,0.956859879609773,0,1,"chemorepellent activity","MF"
"11635","GO:0046101",0.999999999999999,0.912105265169391,0,3,"hypoxanthine biosynthetic process","BP"
"11655","GO:0046129",0.999999999999999,0.749359490016464,0,9,"purine ribonucleoside biosynthetic process","BP"
"11680","GO:0046203",0.999999999999999,0.936322943552219,0,2,"spermidine catabolic process","BP"
"11786","GO:0046501",0.999999999999999,0.835517945464899,0,5,"protoporphyrinogen IX metabolic process","BP"
"11797","GO:0046523",0.999999999999999,0.9688300217114,0,1,"S-methyl-5-thioribose-1-phosphate isomerase activity","MF"
"11840","GO:0046607",0.999999999999999,0.691316247818657,0,9,"positive regulation of centrosome cycle","BP"
"12119","GO:0047963",0.999999999999999,0.884671903148263,0,4,"glycine N-choloyltransferase activity","MF"
"12121","GO:0047981",0.999999999999999,0.883630727422857,0,4,"histidine N-acetyltransferase activity","MF"
"12147","GO:0048036",0.999999999999999,0.791880637728319,0,6,"central complex development","BP"
"12222","GO:0048200",0.999999999999999,0.892753730186667,0,3,"Golgi transport vesicle coating","BP"
"12224","GO:0048205",0.999999999999999,0.892753730186667,0,3,"COPI coating of Golgi vesicle","BP"
"12257","GO:0048264",0.999999999999999,0.738979819239779,0,9,"determination of ventral identity","BP"
"12417","GO:0048630",0.999999999999999,0.857521567639524,0,4,"skeletal muscle tissue growth","BP"
"12418","GO:0048631",0.999999999999999,0.710963678725266,0,9,"regulation of skeletal muscle tissue growth","BP"
"12445","GO:0048671",0.999999999999999,0.678547914949776,0,10,"negative regulation of collateral sprouting","BP"
"12518","GO:0048789",0.999999999999999,0.827351197855685,0,5,"cytoskeletal matrix organization at active zone","BP"
"12666","GO:0050497",0.999999999999999,0.966021117495899,0,1,"alkylthioltransferase activity","MF"
"12683","GO:0050656",0.999999999999999,0.805567729387248,0,7,"3'-phosphoadenosine 5'-phosphosulfate binding","MF"
"12744","GO:0050760",0.999999999999999,0.947559399692066,0,1,NA,NA
"12755","GO:0050774",0.999999999999999,0.725666654839936,0,8,"negative regulation of dendrite morphogenesis","BP"
"12851","GO:0050915",0.999999999999999,0.810200724039413,0,6,"sensory perception of sour taste","BP"
"12905","GO:0051022",0.999999999999999,0.7523604418719,0,10,"Rho GDP-dissociation inhibitor binding","MF"
"12949","GO:0051089",0.999999999999999,0.961944962598423,0,1,"constitutive protein ectodomain proteolysis","BP"
"12957","GO:0051097",0.999999999999999,0.961944962598423,0,1,"negative regulation of helicase activity","BP"
"13361","GO:0051895",0.999999999999999,0.703404697834314,0,9,"negative regulation of focal adhesion assembly","BP"
"13385","GO:0051937",0.999999999999999,0.737863176149051,0,8,"catecholamine transport","BP"
"13421","GO:0052040",0.999999999999999,0.942157142683636,0,2,"modulation by symbiont of host programmed cell death","BP"
"13438","GO:0052248",0.999999999999999,0.942157142683636,0,2,NA,NA
"13446","GO:0052433",0.999999999999999,0.942157142683636,0,2,NA,NA
"13481","GO:0052810",0.999999999999999,0.884693888171462,0,3,"1-phosphatidylinositol-5-kinase activity","MF"
"13485","GO:0052815",0.999999999999999,0.884671903148263,0,4,"medium-chain acyl-CoA hydrolase activity","MF"
"13486","GO:0052816",0.999999999999999,0.884671903148263,0,4,"long-chain acyl-CoA hydrolase activity","MF"
"13487","GO:0052817",0.999999999999999,0.884671903148263,0,4,"very long chain acyl-CoA hydrolase activity","MF"
"13623","GO:0060032",0.999999999999999,0.950152201983492,0,1,"notochord regression","BP"
"13772","GO:0060268",0.999999999999999,0.891888838754339,0,3,"negative regulation of respiratory burst","BP"
"13848","GO:0060366",0.999999999999999,0.950152201983492,0,1,"lambdoid suture morphogenesis","BP"
"13849","GO:0060367",0.999999999999999,0.950152201983492,0,1,"sagittal suture morphogenesis","BP"
"13933","GO:0060486",0.999999999999999,0.929967401057469,0,2,"club cell differentiation","BP"
"13969","GO:0060558",0.999999999999999,0.895390283316257,0,3,"regulation of calcidiol 1-monooxygenase activity","BP"
"13974","GO:0060567",0.999999999999999,0.9680931157485,0,1,"negative regulation of termination of DNA-templated transcription","BP"
"14009","GO:0060625",0.999999999999999,0.732910455979987,0,9,"regulation of protein deneddylation","BP"
"14118","GO:0060823",0.999999999999999,0.960163413337918,0,1,"canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation","BP"
"14139","GO:0060873",0.999999999999999,0.950152201983492,0,1,"anterior semicircular canal development","BP"
"14140","GO:0060875",0.999999999999999,0.950152201983492,0,1,"lateral semicircular canal development","BP"
"14156","GO:0060920",0.999999999999999,0.969987006709794,0,1,"cardiac pacemaker cell differentiation","BP"
"14157","GO:0060922",0.999999999999999,0.969987006709794,0,1,"atrioventricular node cell differentiation","BP"
"14159","GO:0060926",0.999999999999999,0.969987006709794,0,1,"cardiac pacemaker cell development","BP"
"14160","GO:0060927",0.999999999999999,0.969987006709794,0,1,"cardiac pacemaker cell fate commitment","BP"
"14161","GO:0060928",0.999999999999999,0.969987006709794,0,1,"atrioventricular node cell development","BP"
"14162","GO:0060929",0.999999999999999,0.969987006709794,0,1,"atrioventricular node cell fate commitment","BP"
"14163","GO:0060932",0.999999999999999,0.969987006709794,0,1,"His-Purkinje system cell differentiation","BP"
"14261","GO:0061082",0.999999999999999,0.961944962598423,0,1,"myeloid leukocyte cytokine production","BP"
"14406","GO:0061428",0.999999999999999,0.9688300217114,0,1,"negative regulation of transcription from RNA polymerase II promoter in response to hypoxia","BP"
"14517","GO:0061702",0.999999999999999,0.963542288558219,0,1,"inflammasome complex","CC"
