gene_id,A_R1_001.bam.gtf,B_R1_001.bam.gtf,C_R1_001.bam.gtf,D_R1_001.bam.gtf,E_R1_001.bam.gtf,F_R1_001.bam.gtf,G_R1_001.bam.gtf,H_R1_001.bam.gtf,L_R1_001.bam.gtf,M_R1_001.bam.gtf,N_R1_001.bam.gtf
STRG.19763,1811,2221,2160,2358,2344,1851,1901,2287,1655,1880,731
STRG.19762,200,183,203,239,220,164,176,108,184,200,51
STRG.19761,134,97,128,107,167,81,144,76,140,132,86
STRG.19760,799,455,2988,2532,693,1326,718,445,650,813,421
STRG.19767,223,172,851,637,259,384,296,122,287,264,179
STRG.19766,8500,11130,9626,9073,11180,9408,9475,10246,8397,8774,2715
STRG.19765,172,179,218,223,243,179,239,214,178,165,62
STRG.19764,599,749,645,596,723,587,803,616,616,630,267
STRG.19769,267,402,807,637,443,407,378,328,335,338,203
STRG.19768,641,718,450,555,875,409,720,712,995,680,1031
Pocillopora_acuta_HIv2___TS.g12281.t1,0,0,4,0,0,18,0,0,10,6,0
Pocillopora_acuta_HIv2___TS.g14701.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.19922,4131,4584,1464,2035,5023,2930,3297,4061,2880,3820,1739
Pocillopora_acuta_HIv2___RNAseq.g14571.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.13699,138,240,251,220,222,183,168,186,190,181,80
STRG.13698,290,432,362,345,331,217,305,400,245,259,74
Pocillopora_acuta_HIv2___TS.g26026.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.13691,3053,4092,3303,3463,4619,3348,3575,3749,3532,3336,1195
STRG.13690,354,376,409,415,301,385,334,453,345,375,213
STRG.13693,900,1163,1046,1061,1127,1146,1175,1347,1164,1111,394
STRG.13692,519,832,420,491,869,565,870,649,666,641,172
STRG.13695,200,274,250,212,272,244,253,257,207,190,51
STRG.13694,1055,1600,1798,1674,1860,1270,1685,1532,919,1228,662
STRG.19925,2838,2821,3233,3570,2653,3661,3553,3027,3658,4160,931
STRG.13696,1110,977,914,1279,889,1323,1230,1029,847,1254,440
STRG.10522,327,346,719,641,355,514,364,335,307,339,101
Pocillopora_acuta_HIv2___RNAseq.g28086.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g700.t1,0,2,0,0,0,0,0,2,0,0,0
STRG.10521,126,265,339,241,203,178,188,271,155,158,47
STRG.10526,606,567,704,466,376,544,550,504,437,536,153
STRG.10527,102,105,224,225,108,179,118,122,121,150,49
STRG.10524,43,15,31,30,39,27,27,14,42,19,44
STRG.10525,299,414,355,328,468,260,343,448,265,349,78
Pocillopora_acuta_HIv2___RNAseq.g8550.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.10528,270,356,796,545,250,461,287,241,315,270,185
STRG.10529,392,716,560,581,705,504,506,575,385,537,152
Pocillopora_acuta_HIv2___RNAseq.g26872.t1,0,0,0,0,0,0,48,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17473.t1,0,0,2,0,0,0,0,0,0,0,0
STRG.12860,4,5,8,0,4,15,0,5,2,12,0
STRG.18778,405,757,407,499,546,524,445,693,1489,615,273
Pocillopora_acuta_HIv2___RNAseq.g24959.t1,0,0,6,0,0,0,0,0,0,0,0
STRG.1075,233,352,372,157,396,335,374,255,317,228,167
STRG.408,58,38,85,62,68,36,52,37,80,61,38
STRG.409,306,379,137,135,389,215,419,200,292,281,87
STRG.406,5,0,2,0,0,0,0,0,0,0,0
STRG.407,3,0,0,0,0,0,0,0,0,0,0
STRG.404,3,0,0,0,12,0,0,8,0,0,0
Pocillopora_acuta_HIv2___TS.g6949.t1,0,0,2,1,0,2,3,2,3,1,0
STRG.402,59,42,20,32,26,28,26,25,53,23,10
STRG.403,1,0,2,0,0,0,0,0,1,0,0
STRG.400,1,5,5,9,1,3,4,7,9,5,3
STRG.401,6,0,2,0,0,0,1,0,0,0,2
STRG.18770,52,0,35,12,24,37,24,6,66,15,24
STRG.1071,1084,936,2022,1640,1221,992,1139,884,1095,1087,364
STRG.18776,254,277,263,283,323,241,351,301,273,353,115
STRG.1073,6337,4211,1272,1305,5787,2688,9730,2954,4037,11497,8843
STRG.1072,1562,1775,1642,1756,1825,1402,1730,1652,1273,1351,412
Pocillopora_acuta_HIv2___RNAseq.g551.t1,0,0,0,4,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20306.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1151.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.21610,309,334,369,463,345,358,251,379,343,342,112
Pocillopora_acuta_HIv2___TS.g667.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.11693,71,41,314,275,71,117,125,63,75,120,67
STRG.11692,1050,870,1087,966,1270,879,1388,893,1175,1175,444
STRG.11691,359,480,597,364,397,552,493,363,575,381,256
STRG.11690,18,19,21,10,0,20,6,9,45,21,34
STRG.11697,624,650,705,576,745,470,536,660,697,604,357
STRG.11696,66,75,31,17,130,59,78,72,54,52,76
STRG.11695,10110,11390,16209,16740,12452,11896,10748,10453,8762,10745,11353
STRG.11694,733,788,1365,1264,859,791,937,707,628,931,326
STRG.11699,3101,3785,1944,2378,3709,3461,3445,4098,3589,3276,946
STRG.11698,9989,3486,6937,8172,3058,4219,3783,2402,17256,2899,10157
Pocillopora_acuta_HIv2___TS.g17349.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17767.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g553.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g109.t1,0,0,0,0,0,0,1,0,3,0,1
Pocillopora_acuta_HIv2___RNAseq.g19719.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29328.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.11345,353,350,806,504,366,532,549,275,470,413,132
STRG.11344,248,398,32,83,283,211,275,368,254,267,103
STRG.11347,46,20,17,0,31,38,80,13,35,60,10
STRG.11346,18,38,0,0,18,36,88,4,15,23,10
STRG.11341,91,124,118,120,121,66,132,113,88,106,39
STRG.11340,49,52,52,60,39,47,40,30,55,51,28
STRG.11343,181,123,38,27,292,57,180,133,215,117,50
STRG.11342,842,672,1373,1152,629,682,697,467,918,697,297
STRG.11349,628,1136,401,333,519,920,622,833,783,1017,206
STRG.11348,64,82,53,112,47,115,83,57,28,59,25
Pocillopora_acuta_HIv2___RNAseq.g6014.t1,0,0,11,0,0,0,7,0,0,0,9
Pocillopora_acuta_HIv2___RNAseq.g28006.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16338.t1,0,1,0,0,0,0,0,0,0,0,0
STRG.19801,8,0,7,0,10,7,8,0,5,6,0
Pocillopora_acuta_HIv2___RNAseq.g9478.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5960.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27910.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.24723,2,0,0,0,0,3,0,0,0,0,0
STRG.24722,92,126,208,180,76,190,125,101,74,177,0
STRG.24721,3,3,0,0,0,0,7,9,4,6,0
STRG.24720,9,9,12,6,12,15,8,5,5,18,5
STRG.24727,588,429,480,425,447,392,515,379,648,533,273
STRG.24726,1,0,4,0,0,1,0,0,0,2,1
STRG.24725,196,186,184,211,158,159,75,112,146,155,68
STRG.24724,5,2,0,4,5,0,0,0,0,0,0
STRG.24729,130,150,225,134,178,194,175,93,148,126,31
STRG.24728,6,14,5,3,14,7,9,10,12,5,7
Pocillopora_acuta_HIv2___TS.g18635.t1,0,0,14,7,0,0,2,0,0,0,0
STRG.16258,10,22,3,0,27,4,9,16,5,12,3
STRG.3715,357,332,410,438,370,460,364,428,338,401,124
Pocillopora_acuta_HIv2___TS.g31059.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.9510,2397,2548,3005,3210,2368,2767,2412,2505,2734,2525,1581
Pocillopora_acuta_HIv2___RNAseq.g14544.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17367.t1,0,0,0,0,0,0,25,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7161.t1,0,7,0,0,0,12,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g6150.t1b,0,0,0,0,4,5,20,0,5,12,8
Pocillopora_acuta_HIv2___RNAseq.g6150.t1a,0,9,0,0,7,0,0,0,9,0,0
Pocillopora_acuta_HIv2___RNAseq.g5272.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g17233.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g10883.t1,0,0,7,6,0,0,9,0,0,0,5
Pocillopora_acuta_HIv2___RNAseq.14034_t,0,0,0,4,0,0,0,0,0,4,0
Pocillopora_acuta_HIv2___RNAseq.g8597.t1,0,0,4,0,2,0,2,0,4,1,0
STRG.9523,95,127,0,0,21,137,62,44,41,51,8
STRG.9522,1376,1536,326,312,575,983,1168,1417,1364,836,4021
STRG.9521,461,508,98,111,214,305,407,478,474,263,379
STRG.9520,185,214,51,56,87,153,133,202,112,168,80
Pocillopora_acuta_HIv2___RNAseq.g9063.t1,0,54,3,0,0,70,20,0,42,0,31
STRG.9526,41,77,32,19,35,91,37,44,42,36,29
STRG.9525,15,30,5,19,14,28,11,35,8,17,0
STRG.9524,40,100,25,33,37,35,40,35,46,24,20
STRG.9529,826,1000,662,695,709,904,779,985,945,1159,132
STRG.9528,60,83,125,79,149,99,95,133,17,109,17
STRG.4173,163,242,142,191,191,127,179,292,114,164,54
STRG.4172,37,38,13,11,17,18,48,27,33,42,0
STRG.4171,52,21,84,119,67,106,69,65,26,67,28
STRG.4170,11,2,16,48,6,22,23,30,11,43,4
STRG.4177,80,2770,26,28,16,1074,883,558,116,47,139
STRG.4176,39,39,22,18,76,28,59,42,37,24,26
STRG.4175,15,32,71,49,45,30,53,32,13,33,30
STRG.4174,12,32,361,444,43,298,85,60,17,52,10
Pocillopora_acuta_HIv2___RNAseq.g526.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28708.t1,0,8,12,12,0,3,0,0,6,0,0
STRG.4178,113,83,0,0,92,55,341,9,134,232,70
Pocillopora_acuta_HIv2___TS.g29923.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15283.t1,0,0,3,0,0,0,3,0,2,0,0
STRG.11461,140,146,328,201,242,148,226,185,131,252,73
STRG.15503,17,11,144,93,18,75,94,21,25,44,7
Pocillopora_acuta_HIv2___RNAseq.g26558.t1,0,0,0,1,0,1,1,1,1,0,0
STRG.15502,50,32,30,51,38,20,65,42,47,37,18
Pocillopora_acuta_HIv2___RNAseq.g18439.t1,0,0,45,8,0,10,0,0,12,0,0
Pocillopora_acuta_HIv2___RNAseq.g8595.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g10234.t1b,0,0,0,0,0,5,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18301.t1,0,11,0,0,0,8,0,0,0,6,0
Pocillopora_acuta_HIv2___TS.g13628.t1,0,0,0,0,0,2,0,0,2,3,0
Pocillopora_acuta_HIv2___TS.g2110.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g28126.t1,0,0,0,5,0,0,5,0,11,5,10
Pocillopora_acuta_HIv2___RNAseq.g11316.t1,0,3,10,15,0,4,3,0,14,4,0
Pocillopora_acuta_HIv2___TS.g21844.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22303.t1,0,0,0,0,0,0,0,0,3,1,0
STRG.13278,624,458,740,1205,624,1127,998,532,489,946,223
Pocillopora_acuta_HIv2___RNAseq.g20391.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g2112.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15129,62,101,488,299,100,172,228,50,68,143,96
Pocillopora_acuta_HIv2___TS.g16729.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30615.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15124,962,1393,1153,1095,1378,1248,1333,1222,1132,1267,311
STRG.15127,1103,1450,1840,1706,1468,1045,1342,1302,1135,1198,367
STRG.15126,2229,2759,3579,3521,3449,2366,2565,2377,2647,2354,1719
STRG.15121,2780,2818,2937,2861,3288,2589,3093,2601,3373,2767,1443
STRG.15120,1734,1331,1791,1532,1936,1557,1394,1380,2285,1526,730
STRG.15123,666,337,554,682,446,581,561,273,679,595,256
STRG.15122,99,57,107,74,118,108,130,39,141,102,54
STRG.11247,106,45,17,46,48,50,84,106,49,103,12
Pocillopora_acuta_HIv2___RNAseq.g13787.t1,0,0,0,0,0,0,0,0,0,1,0
STRG.15697,39157,44298,54990,46705,44997,34266,40651,30302,28600,31524,20551
STRG.15696,2995,2565,2816,2691,3272,2670,3742,2837,3544,2781,1331
STRG.15695,1006,1212,1059,963,899,1437,1111,930,1093,906,409
STRG.15694,2751,3253,3237,3272,3413,2705,2747,3687,2852,2713,1203
STRG.15693,135,81,123,132,69,76,96,46,173,58,95
STRG.15692,251,364,315,238,365,252,322,277,195,302,146
STRG.15691,176,182,291,242,290,166,176,204,154,172,66
STRG.15690,186,241,249,244,214,200,256,215,123,213,81
STRG.15699,429,355,552,529,302,581,325,593,445,450,236
STRG.15698,1179,1636,992,1160,1148,1577,1228,1450,1134,1342,275
Pocillopora_acuta_HIv2___RNAseq.g8412.t1b,0,0,0,0,0,3,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24333.t1,0,38,0,4,13,26,7,7,32,0,1
Pocillopora_acuta_HIv2___RNAseq.g21140.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18262.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g9455.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24316.t1,0,0,0,2,0,0,0,0,0,0,0
STRG.12472,2110,2861,1258,1729,2561,2467,3033,1807,1735,2898,862
STRG.12473,2,0,4,4,0,2,1,0,0,2,2
STRG.12470,67,88,94,48,105,47,98,60,96,90,17
STRG.12471,3,3,0,12,3,0,8,3,0,3,0
STRG.12476,305,514,312,280,381,329,336,341,258,355,94
STRG.12477,2380,3741,2899,2897,3980,2943,2901,3223,2317,2601,1111
STRG.12474,264,293,171,144,372,281,400,352,229,292,85
STRG.12475,9,4,26,12,37,5,28,4,0,12,4
STRG.12478,181,1759,340,216,257,1347,606,1092,331,828,142
STRG.12479,868,848,1033,1064,967,1007,1068,967,1344,792,199
STRG.1314,4,4,11,3,6,7,15,10,8,10,2
STRG.18611,11,6,31,43,31,8,24,25,8,20,41
STRG.1316,6,0,0,0,0,0,0,4,0,0,0
STRG.1317,3,2,0,1,5,0,2,3,2,2,0
STRG.1310,17,12,16,16,44,20,26,25,21,44,10
STRG.1311,512,614,682,662,590,525,996,465,801,614,184
STRG.1312,130,186,168,218,161,208,167,257,210,247,43
STRG.18617,1575,1541,2103,1770,1719,1361,1396,1209,1344,1489,710
STRG.18618,15015,20289,4117,7600,14556,17379,17215,16797,14157,14193,5787
STRG.18619,631,668,888,940,696,862,700,727,600,516,342
Pocillopora_acuta_HIv2___RNAseq.g24605.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.1318,101,57,75,61,29,55,35,26,154,43,103
STRG.1319,5,2,4,6,0,7,9,7,7,7,0
Pocillopora_acuta_HIv2___TS.g31540.t1,0,0,0,0,0,0,0,0,1,0,0
STRG.1972,34,56,45,9,39,17,50,35,45,13,13
Pocillopora_acuta_HIv2___TS.g13383.t1a,0,0,6,8,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g16824.t1,0,8,11,7,13,7,7,8,12,7,6
Pocillopora_acuta_HIv2___RNAseq.g24481.t1,0,0,0,0,0,0,160,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24988.t1,0,0,0,4,0,0,10,8,0,9,0
Pocillopora_acuta_HIv2___TS.g19824.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.22570,348,323,416,434,330,336,262,366,262,317,142
STRG.22571,2631,3141,3655,3143,3657,2612,3089,2556,2515,2628,1206
STRG.22572,20,39,311,152,74,69,68,29,40,84,5
STRG.22573,1167,895,2187,1645,1204,1053,1155,1038,1351,1113,1094
STRG.22574,301,209,1724,1236,274,494,442,294,301,479,222
STRG.22575,222,450,386,360,247,488,316,394,199,462,127
STRG.22576,27,23,59,38,28,17,23,7,20,7,0
STRG.22577,3,0,0,0,0,7,0,0,0,0,0
STRG.22578,55,40,89,49,43,42,29,24,69,50,60
STRG.22579,345,681,724,570,581,531,509,672,461,420,119
STRG.18893,76,98,91,85,103,115,124,156,56,67,15
Pocillopora_acuta_HIv2___RNAseq.g1344.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.19561,176,157,155,139,179,151,268,148,110,155,139
STRG.19560,34,40,74,15,58,41,48,31,26,37,34
STRG.19563,179,265,274,231,385,184,229,138,211,155,69
STRG.19562,655,1182,1402,1962,1345,1395,1225,1047,607,1028,244
STRG.19565,1,0,0,0,0,0,0,0,0,3,0
STRG.19564,212,204,245,0,237,203,222,180,204,206,161
STRG.16571,2203,2912,2703,2438,2624,2883,2698,2610,3203,2425,567
STRG.16570,2372,3437,3759,2808,3075,2272,3231,2569,5244,2259,1808
STRG.19569,29,15,144,26,16,12,39,15,23,20,23
STRG.19568,37,29,53,36,30,25,72,22,61,45,0
STRG.16579,49,9,50,19,58,0,78,8,10,42,7
STRG.16578,303,367,383,303,422,343,767,371,380,462,92
Pocillopora_acuta_HIv2___TS.g20633.t1,0,0,0,0,0,0,0,4,0,0,0
Pocillopora_acuta_HIv2___TS.g23541.t1b,0,0,0,0,0,0,0,0,0,0,0
STRG.5349,408,116,227,147,269,111,247,322,216,125,187
STRG.9649,63,66,21,29,40,52,54,34,99,61,34
STRG.5343,29,10,15,4,4,13,15,0,19,17,25
STRG.5342,6,3,1,0,0,0,3,0,2,0,6
STRG.5341,17,13,20,0,4,0,10,3,9,8,0
STRG.5340,6,0,7,0,0,4,4,0,0,3,0
STRG.5347,87,46,32,9,80,10,38,34,102,45,57
STRG.9647,353,390,516,569,467,309,346,443,413,391,151
STRG.5345,20,17,20,4,48,0,21,0,23,0,16
STRG.5344,1,0,1,3,2,1,1,1,4,2,0
Pocillopora_acuta_HIv2___RNAseq.g29530.t1,0,0,0,0,0,0,0,0,6,0,0
STRG.15909,101,82,138,196,115,112,132,107,94,118,6
STRG.6929,173,102,90,80,179,92,116,77,135,107,69
STRG.15907,1232,1358,723,881,1196,1078,984,1430,1304,1011,240
STRG.6927,212,170,220,278,151,141,212,178,219,207,253
STRG.6924,537,676,501,511,683,565,490,546,437,555,144
STRG.6925,262,161,75,55,181,102,189,209,217,176,199
STRG.6922,512,570,493,397,605,293,672,375,495,458,277
STRG.6923,522,465,741,796,614,557,579,505,575,553,367
STRG.6920,119,204,185,196,117,151,173,192,127,195,62
STRG.6921,107,113,49,48,95,94,109,136,113,152,40
Pocillopora_acuta_HIv2___TS.g22818.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19970.t1,0,6,7,20,8,0,5,4,0,2,0
STRG.2443,50,404,255,221,76,307,381,405,68,155,39
Pocillopora_acuta_HIv2___RNAseq.g2346.t1,0,0,0,5,0,0,3,0,0,0,0
STRG.21001,8,0,4,0,0,0,7,0,0,9,25
STRG.21000,979,1233,856,840,1053,949,899,1028,1088,939,247
STRG.21003,9,12,0,0,10,0,21,7,20,11,8
STRG.21002,20,8,4,0,17,16,15,11,0,18,0
STRG.21005,47,21,27,26,29,13,23,20,57,35,4
STRG.21004,5,4,69,58,2,11,0,0,14,14,17
STRG.21007,6290,7202,5023,4095,10872,4318,6296,6763,5690,5910,1946
STRG.21006,54,41,20,18,31,26,55,16,33,48,5
STRG.21009,13160,18214,12117,12819,19824,12385,14316,15630,11110,15286,4036
STRG.21008,955,909,746,760,1042,866,1292,955,790,1107,244
STRG.17224,91,103,238,152,115,104,169,108,96,142,43
STRG.17225,410,414,250,294,368,290,338,330,181,381,80
STRG.17226,238,401,217,211,258,222,300,229,237,256,81
STRG.17227,161,278,361,221,286,151,239,195,165,173,194
STRG.17220,10,10,87,58,13,10,19,15,11,34,54
STRG.17221,364,639,522,512,662,590,494,554,459,530,292
STRG.17222,929,887,1985,1988,1061,1137,726,1163,1271,940,1812
STRG.17223,3084,3494,3948,3193,3975,2769,3814,2930,3146,3446,835
STRG.17228,161,145,295,400,230,265,185,255,149,220,93
STRG.17229,1129,1261,4816,3445,1779,2071,1950,1334,1566,2054,688
STRG.640,5394,5476,4110,4381,5951,4360,6117,5571,5952,5438,2389
STRG.641,2265,3266,5217,5072,4190,3103,5168,3917,2707,4387,1398
STRG.642,804,969,2558,1812,1381,1001,1157,862,942,1114,657
STRG.643,53,83,85,66,25,37,69,24,35,58,42
STRG.644,118,104,29,47,153,90,166,115,100,296,49
STRG.645,258,288,172,238,309,315,1511,333,284,715,82
STRG.646,1029,1316,792,868,1340,1424,1241,1254,1044,1420,228
STRG.647,1731,1692,925,1141,1613,1719,2491,1455,1638,2414,512
STRG.648,674,1477,211,397,546,1107,688,1006,597,667,194
STRG.649,4957,2919,346,327,3728,1220,3519,3248,4760,1642,2074
STRG.4438,16,9,0,0,0,3,5,0,10,4,9
STRG.4439,16,24,15,15,5,11,15,19,39,11,26
STRG.3428,159,175,39,56,92,105,174,125,82,222,68
STRG.3429,199,197,141,158,217,186,291,157,161,267,96
STRG.4432,65,68,26,30,61,47,23,56,73,47,49
STRG.4433,22,23,14,15,22,10,7,14,30,12,0
STRG.4430,299,349,302,243,387,344,360,415,292,271,55
Pocillopora_acuta_HIv2___TS.g29866.t1,0,0,18,52,0,10,6,0,0,0,0
STRG.3420,5080,9457,1189,618,1100,10757,1758,5796,5441,2386,2031
STRG.4437,369,150,1588,841,288,572,728,185,269,431,64
STRG.3422,297,296,1414,862,242,107,150,194,265,123,122
Pocillopora_acuta_HIv2___RNAseq.g9123.t1,0,0,0,0,0,3,2,0,0,0,0
STRG.1624,115,159,86,82,80,136,228,134,109,98,30
STRG.1625,2571,3642,3664,3445,2617,3697,2784,3009,3593,2982,1330
STRG.1626,259,392,282,277,284,286,308,388,289,219,95
STRG.396,50,44,66,53,53,47,20,56,66,45,32
STRG.397,19,15,20,17,18,15,13,18,23,22,63
STRG.394,2,5,5,4,5,2,3,4,3,4,2
STRG.395,7,12,5,5,3,16,9,8,8,6,6
STRG.392,9,27,8,10,18,21,14,1,17,22,14
STRG.393,21,4,6,7,5,2,4,0,4,2,3
STRG.390,3,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24299.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.18904,104,232,140,81,151,231,230,211,96,171,4
STRG.398,8,0,2,0,0,0,0,0,0,0,0
STRG.399,4,0,0,0,0,0,0,0,0,0,0
STRG.8195,17,9,21,18,18,18,7,14,23,5,18
Pocillopora_acuta_HIv2___RNAseq.g19015.t1,0,4,0,0,0,0,0,0,0,0,0
STRG.8197,23,40,42,40,41,41,28,31,58,29,31
STRG.8196,8,7,3,9,4,4,2,1,5,0,3
STRG.8191,5,0,2,0,12,7,5,0,11,5,0
STRG.1622,878,1165,1036,977,1109,1018,1000,911,968,948,323
STRG.8193,90,111,166,124,109,93,86,82,103,89,60
STRG.8192,3,0,5,0,0,0,2,0,0,0,3
STRG.18907,40,45,26,49,63,31,77,26,38,53,19
STRG.8199,5,2,4,2,1,4,5,2,7,2,2
STRG.8198,2,1,5,3,2,4,1,5,3,1,1
STRG.18925,8,0,0,2,0,0,0,2,7,0,0
Pocillopora_acuta_HIv2___RNAseq.g4113.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.11109,774,717,914,894,647,704,764,646,638,704,227
STRG.11108,263,177,361,236,211,277,324,164,270,334,86
STRG.11103,581,868,809,604,894,715,895,912,631,745,167
STRG.11102,71,86,62,35,45,72,46,115,96,66,66
STRG.11101,37,26,78,47,53,60,74,34,66,25,6
STRG.11100,39,64,36,97,57,51,43,73,46,20,8
STRG.11107,2,1,4,1,3,4,5,3,5,5,1
STRG.11106,15,0,42,59,7,27,23,0,7,22,2
Pocillopora_acuta_HIv2___RNAseq.g24483.t1,0,0,0,0,0,15,664,0,0,0,0
STRG.11104,326,353,220,143,292,296,350,258,365,383,68
Pocillopora_acuta_HIv2___RNAseq.g20773.t1,0,0,0,2,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g26711.t1,0,0,0,0,7,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6802.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15665,212,215,217,171,223,209,206,229,276,210,72
Pocillopora_acuta_HIv2___RNAseq.g9142.t1,0,1,1,0,0,0,0,0,0,0,0
STRG.20068,23,23,34,28,24,44,19,24,34,26,30
STRG.20069,57,50,56,75,50,35,38,57,47,65,34
STRG.20060,90,68,80,64,62,54,44,49,87,79,21
STRG.20061,82,142,170,85,145,137,82,126,101,98,316
STRG.20062,32,18,32,26,31,32,15,48,22,38,7
STRG.20063,22,8,41,41,37,30,24,27,24,26,28
STRG.20064,19,11,22,15,16,19,16,25,15,27,9
STRG.20065,312,132,189,165,159,155,90,111,314,122,229
STRG.20066,15,11,8,0,7,18,8,21,26,9,13
STRG.20067,6,3,4,5,8,12,2,11,3,5,0
Pocillopora_acuta_HIv2___TS.g12210.t1,0,0,46,48,0,16,0,0,0,0,0
STRG.2779,139,142,133,141,229,139,159,185,179,236,36
STRG.2778,1631,1495,2496,2065,1960,1666,1941,1750,1997,1765,517
STRG.2777,289,322,423,322,310,240,311,376,241,337,108
STRG.2776,519,466,761,755,318,500,370,547,550,382,192
STRG.2775,363,410,664,663,510,490,485,421,432,377,240
STRG.2774,1050,357,264,186,500,212,615,671,869,472,608
STRG.2773,35,25,29,27,21,21,16,34,32,20,25
STRG.2772,1931,522,280,218,308,497,318,327,2065,311,831
STRG.2771,42,14,99,34,26,42,38,38,33,44,35
STRG.2770,1971,1897,3015,2570,2253,2034,2576,1847,2659,2400,561
Pocillopora_acuta_HIv2___RNAseq.g12416.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18877.t1b,0,0,0,0,0,0,0,0,0,0,0
STRG.24521,1940,1163,908,776,1505,1329,1322,1639,1839,1565,1368
STRG.24520,211,267,249,335,292,238,232,210,202,190,57
STRG.24523,268,233,294,270,264,162,190,220,106,201,98
STRG.24522,3156,4195,2949,3081,3609,3755,4116,3474,4054,3319,926
STRG.24525,1313,1074,1543,1826,1337,1158,1156,1278,1334,1028,1809
STRG.24524,1933,1738,2460,2691,2180,1615,1861,1935,2387,1595,5167
STRG.24527,663,698,1009,806,655,634,689,586,616,624,155
STRG.24526,1,0,0,0,0,4,0,0,7,0,0
STRG.24529,2,0,11,0,19,0,0,0,12,9,0
STRG.24528,1698,2034,1103,1435,2300,1536,2013,1709,2108,1671,610
STRG.6865,133,140,202,162,156,111,195,169,128,168,23
Pocillopora_acuta_HIv2___TS.g18166.t1,0,0,5,0,0,0,0,0,0,0,0
STRG.6864,307,440,106,131,516,203,343,484,354,350,161
